NRO_ORDEN;FECHA_ORDEN;FECHA_RECEP;NRO_RUC;NOMBRE_PROVEEDOR;PRODUCTO;UNIDAD_DE_MEDIDA;CANTIDAD;PRECIO_UNITARIO;PRECIO_TOTAL;CATEGORIA;DEPENDENCIA
166;9/07/2021;13/07/2021;20256136865;SERVICIOS_POSTALES_DEL_PERU_SOCIEDAD_ANONIMA;TRIPTICO_INFORMATIVO;UNIDAD;150;16;2400;_DIFUSION_DE_LOS_PRODUCTOS_SERVICIOS_Y_ACTIVIDADES_DE_LA_BIBLIOTECA_NACIONAL_DEL_PEROö_;OFICINA_DE_COMUNICACIONES
238;16/09/2021;21/09/2021;20545913811;T&G_INFORMATICA_SAC;DISCO_DURO_EXTERNO_DE_2_TB;UNIDAD;2;1200;2400;_DIFUSION_DE_LOS_PRODUCTOS_SERVICIOS_Y_ACTIVIDADES_DE_LA_BIBLIOTECA_NACIONAL_DEL_PEROö;OFICINA_DE_COMUNICACIONES
256;16/11/2020;19/11/2020;20604021813;INSPIRA_SECURE_TECHNOLOGY_SAC;SISTEMA_DE_PROTECCION_Y_SEGURIDAD_PARA_RED_-_FIREWALL_UTM;UNIDAD;;141531;141531;GERENCIA_PERMANENTE;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
102;11/08/2020;12/08/2020;20604670854;D.I._CONSULTING_SOLUTION_INTEGRATOR_EIRL;SOFTWARE_(INC._LICENCIA)_SERVIDOR_DE_APLICACIONES;UNIDAD;1;119887.2;119887.2;GERENCIA_PERMANENTE;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
5;6/02/2020;13/03/2020;20100176450;SOLGAS_SA;GAS_LICUADO_PETROLEO;GALON;23380;4.14181;96835.52;GERENCIA_PERMANENTE;OFICINA_DE_ADMINISTRACION
37;11/08/2022;;20100176450;SOLGAS_SA;GAS_LICUADO_PETROLEO;GALON;10400;7.450638;77486.64;GESTION_DE_LOS_SERVICIOS_DE_PISCINA_Y_AUDITORIO;
4;30/01/2022;17/03/2022;20100176450;SOLGAS_SA;GAS_LICUADO_PETROLEO;GALON;9229.09;7.8523;72469.58;GESTION_DE_LOS_SERVICIOS_DE_PISCINA_Y_AUDITORIO;
307;16/12/2021;23/12/2021;20573327196;ATLANTA_TECHNOLOGIES_CENTER_EMPRESA_INDIVIDUAL_DE_RESPONSABILIDAD_LIMITADA;UNIDAD_CENTRAL_DE_PROCESO_-_CPU_2.90_Ghz_RAM_16_GB_ALMACENAMIENTO_1_TB_+_TECLADO;UNIDAD;10;6849.499;68494.99;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
306;16/12/2021;23/12/2021;20573327196;ATLANTA_TECHNOLOGIES_CENTER_EMPRESA_INDIVIDUAL_DE_RESPONSABILIDAD_LIMITADA;UNIDAD_CENTRAL_DE_PROCESO_-_CPU_2.90_Ghz_RAM_16_GB_ALMACENAMIENTO_1_TB_+_TECLADO;UNIDAD;10;6849.499;68494.99;ORGANIZACION_Y_CUSTODIA_DEL_MATERIAL_BIBLIOGROÅFICO_DOCUMENTAL_EN_REPOSITORIOS;DIRECCION_DE_PROTECCION_DE_LAS_COLECCIONES
244;28/09/2021;6/10/2021;20602804080;REBEL_QUEEN_S.A.C.;UNIDAD_CENTRAL_DE_PROCESO_-_CPU_ESTACION_DE_TRABAJO_3.70_Ghz_RAM_32_GB_ALMACENAMIENTO_1_TB_+_TECLADO;UNIDAD;;9735.601;68149.21;GESTION_DE_LA_OPERATIVIDAD_DE_LOS_SERVICIOS_INFORMOÅTICOS_DE_LA_INSTITUCION;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
118;26/08/2020;26/08/2020;20536142569;DOMAIN_CONSULTING_SAC;SOFTWARE_(INC._LICENCIA)_DE_GESTION_DOCUMENTAL;UNIDAD;;;66500;GERENCIA_PERMANENTE;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
50;10/03/2020;11/03/2020;20100306337;INDUSTRIAL_GORAK_S_A;UNIFORME_DE_INVIERNO_PARA_DAMA;UNIDAD;81;733.41;59406.21;GESTION_DE_LOS_RECURSOS_HUMANOS;OFICINA_DE_ADMINISTRACION
50;10/03/2020;11/03/2020;20100306337;INDUSTRIAL_GORAK_S_A;UNIFORME_DE_INVIERNO_PARA_CABALLERO;UNIDAD;68;733.57;49882.76;GESTION_DE_LOS_RECURSOS_HUMANOS;OFICINA_DE_ADMINISTRACION
10;26/01/2021;7/10/2021;20100176450;SOLGAS_SA;GAS_LICUADO_PETROLEO;UNIDAD;;4.641169;48314.57;GESTION_DE_LOS_SERVICIOS_DE_PISCINA_Y_AUDITORIO;OFICINA_DE_ADMINISTRACION
308;16/12/2021;23/12/2021;20573327196;ATLANTA_TECHNOLOGIES_CENTER_EMPRESA_INDIVIDUAL_DE_RESPONSABILIDAD_LIMITADA;UNIDAD_CENTRAL_DE_PROCESO_-_CPU_2.90_Ghz_RAM_16_GB_ALMACENAMIENTO_1_TB_+_TECLADO;UNIDAD;7;6849.498;47946.49;DESCRIPCION_DE_RECURSOS_DIGITALES_Y_MATERIALES_ESPECIALES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
290;7/12/2021;23/12/2021;20100306337;INDUSTRIAL_GORAK_S_A;PANTALON_DE_DRIL_PARA_DAMA;UNIDAD;308;134.14;41315.12;GESTION_DE_LOS_RECURSOS_HUMANOS;OFICINA_DE_ADMINISTRACION
309;16/12/2021;23/12/2021;20573327196;ATLANTA_TECHNOLOGIES_CENTER_EMPRESA_INDIVIDUAL_DE_RESPONSABILIDAD_LIMITADA;UNIDAD_CENTRAL_DE_PROCESO_-_CPU_2.90_Ghz_RAM_16_GB_ALMACENAMIENTO_1_TB_+_TECLADO;UNIDAD;6;6849.498;41096.99;EJECUCION_DEL_PROCESAMIENTO_TECNICO_DEL_MATERIAL_BIBLIOGROÅFICO_DOCUMENTAL;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
50;10/03/2020;11/03/2020;20100306337;INDUSTRIAL_GORAK_S_A;UNIFORME_DE_VERANO_PARA_DAMA;UNIDAD;81;506.03;40988.43;GESTION_DE_LOS_RECURSOS_HUMANOS;OFICINA_DE_ADMINISTRACION
45;12/10/2022;14/11/2022;20109214222;TIENDAS_TANGUIS_SRL;ZAPATO_DE_CUERO_PARA_DAMA;PAR;150;255;38250;GESTION_DE_LOS_RECURSOS_HUMANOS;
50;10/03/2020;11/03/2020;20100306337;INDUSTRIAL_GORAK_S_A;UNIFORME_DE_VESTIR_DE_VERANO_PARA_CABALLERO;UNIDAD;68;522.55;35533.4;GESTION_DE_LOS_RECURSOS_HUMANOS;OFICINA_DE_ADMINISTRACION
109;1/06/2021;12/07/2021;10420118851;ALVA_FANO_DAVID_OLIVER;PLATAFORMA_TIPO_CARRETA;UNIDAD;;17600;35200;GESTION_DE_LOS_SERVICIOS_BIBLIOTECARIOS_PRESENCIALES;DIRECCION_DE_DESARROLLO_DE_POLITICAS_BIBLIOTECARIAS
109;1/06/2021;12/07/2021;10420118851;ALVA_FANO_DAVID_OLIVER;PLATAFORMA_TIPO_CARRETA;UNIDAD;;17600;35200;GESTION_TERRITORIAL_DEL_SISTEMA_NACIONAL_DE_BIBLIOTECAS_A_NIVEL_DE_GOBIERNOS_LOCALES;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
292;13/12/2021;14/12/2021;20600870565;PMD_CONSULTING_S.A.C.;SISTEMA_DE_ALMACENAMIENTO_DE_DISCOS_EXTERNOS;UNIDAD;2;17600;35200;FORTALECIMIENTO_DE_LA_INFRAESTRUCTURA_TECNOLOGICA_INSTITUCIONAL;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
46;13/10/2022;16/11/2022;20172837400;SHOES_LION'S_CORPORATION_S.A.;ZAPATO_DE_CUERO_PARA_CABALLERO;PAR;126;279;35154;GESTION_DE_LOS_RECURSOS_HUMANOS;
322;22/12/2021;23/12/2021;20606561831;KATZEN_INVERSIONES_S.A.C.;ACUMULADOR_DE_ENERGIA_-_EQUIPO_DE_UPS;UNIDAD;1;35150;35150;GESTION_DE_LA_OPERATIVIDAD_DE_LOS_SERVICIOS_INFORMOÅTICOS_DE_LA_INSTITUCION;
317;16/12/2021;20/12/2021;20602793053;SOLUCIONES_TECNOLOGICAS_S&A_EIRL;CENTRAL_TELEFONICA;UNIDAD;1;35100;35100;GESTION_DE_LA_OPERATIVIDAD_DE_LOS_SERVICIOS_INFORMOÅTICOS_DE_LA_INSTITUCION;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
325;23/12/2021;28/12/2021;20602793053;SOLUCIONES_TECNOLOGICAS_S&A_EIRL;SWITCH_PARA_RED_DE_24_PUERTOS;UNIDAD;10;3510;35100;GESTION_DE_LA_OPERATIVIDAD_DE_LOS_SERVICIOS_INFORMOÅTICOS_DE_LA_INSTITUCION;
291;10/12/2021;17/12/2021;20602650244;FIRMUX_DIGITAL_S.A.C.;CERTIFICADO_DE_FIRMA_DIGITAL_PARA_FACTURAS_ELECTRONICAS;UNIDAD;1;34850;34850;GESTION_DE_LA_OPERATIVIDAD_DE_LOS_SERVICIOS_INFORMOÅTICOS_DE_LA_INSTITUCION;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
290;7/12/2021;23/12/2021;20100306337;INDUSTRIAL_GORAK_S_A;PANTALON_DE_DRIL_PARA_CABALLERO;UNIDAD;252;137.38;34619.76;GESTION_DE_LOS_RECURSOS_HUMANOS;OFICINA_DE_ADMINISTRACION
262;30/11/2020;30/12/2020;10420118851;ALVA_FANO_DAVID_OLIVER;PLATAFORMA_TIPO_CARRETA;UNIDAD;;17200;34400;SERVICIOS_BIBLIOTECARIOS_PRESENCIALES;DIRECCION_DE_DESARROLLO_DE_POLITICAS_BIBLIOTECARIAS
262;30/11/2020;30/12/2020;10420118851;ALVA_FANO_DAVID_OLIVER;PLATAFORMA_TIPO_CARRETA;UNIDAD;;17200;34400;SERVICIOS_BIBLIOTECARIOS_INTERCONECTADOS_EN_REDES_DE_BIBLIOTECAS;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
288;2/12/2021;6/12/2021;20600870565;PMD_CONSULTING_S.A.C.;PUNTO_DE_ACCESO_INALAMBRICO_-_ACCESS_POINT_WIRELESS;UNIDAD;22;1550;34100;GESTION_DE_LA_OPERATIVIDAD_DE_LOS_SERVICIOS_INFORMOÅTICOS_DE_LA_INSTITUCION;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
89;11/05/2021;27/05/2021;20604021813;INSPIRA_SECURE_TECHNOLOGY_SAC;SOFTWARE_(INC._LICENCIA)_ANTIVIRUS_CORPORATIVO;UNIDAD;;48.485714;33940;GESTION_DE_LA_OPERATIVIDAD_DE_LOS_SERVICIOS_INFORMOÅTICOS_DE_LA_INSTITUCION;
36;17/02/2020;5/03/2020;20604394342;QUANTIC_TECHNOLOGY_S.A.C.;SOFTWARE_(INC._LICENCIA)_PARA_SISTEMA_DE_PROTECCION_Y_SEGURIDAD_PARA_RED_-_FIREWALL;UNIDAD;1;33900;33900;GERENCIA_PERMANENTE;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
288;23/12/2020;28/12/2020;20602650244;FIRMUX_DIGITAL_S.A.C.;SOFTWARE_(INC._LICENCIA)_DE_PLATAFORMA_DE_APLICACIONES;UNIDAD;;33600;33600;GESTION_DEL_DEPOSITO_LEGAL;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
287;2/12/2021;10/12/2021;20604021813;INSPIRA_SECURE_TECHNOLOGY_SAC;EQUIPO_DE_FILTRO_DE_CONTENIDO_WEB;UNIDAD;1;32900;32900;FORTALECIMIENTO_DE_LA_INFRAESTRUCTURA_TECNOLOGICA_INSTITUCIONAL;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
56;22/05/2020;1/06/2020;20604021813;INSPIRA_SECURE_TECHNOLOGY_SAC;SOFTWARE_(INC._LICENCIA)_ANTIVIRUS_CORPORATIVO;UNIDAD;680;48.220588;32790;GERENCIA_PERMANENTE;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
240;16/09/2021;16/11/2021;20601178541;CONTRATISTA_BENJAMIN_&_MC_S.A.C.;CERCO_ELECTRICO;UNIDAD;;32500;32500;GESTION_DE_LA_INFRAESTRUCTURA_Y_SERVICIOS_GENERALES;OFICINA_DE_ADMINISTRACION
314;16/12/2021;22/12/2021;20573327196;ATLANTA_TECHNOLOGIES_CENTER_EMPRESA_INDIVIDUAL_DE_RESPONSABILIDAD_LIMITADA;UNIDAD_CENTRAL_DE_PROCESO_-_CPU_2.90_Ghz_RAM_16_GB_ALMACENAMIENTO_1_TB_+_TECLADO;UNIDAD;4;6849.5;27398;GESTION_DE_LOS_SERVICIOS_BIBLIOTECARIOS_PRESENCIALES;GRAN_BIBLIOTECA_PUBLICA_DE_LIMA
315;16/12/2021;23/12/2021;20573327196;ATLANTA_TECHNOLOGIES_CENTER_EMPRESA_INDIVIDUAL_DE_RESPONSABILIDAD_LIMITADA;UNIDAD_CENTRAL_DE_PROCESO_-_CPU_2.90_Ghz_RAM_16_GB_ALMACENAMIENTO_1_TB_+_TECLADO;UNIDAD;4;6849.5;27398;GESTION_DE_LOS_SERVICIOS_BIBLIOTECARIOS_PRESENCIALES;GRAN_BIBLIOTECA_PUBLICA_DE_LIMA
49;11/11/2022;29/12/2022;20474457363;SDS_UNIFORMES_&_PUBLICIDAD_S.A.C.;PANTALON_DE_DRIL_PARA_DAMA;UNIDAD;225;115.64;26019;GESTION_DE_LOS_RECURSOS_HUMANOS;
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GESTION_DEL_DESARROLLO_DE_POLITICAS_BIBLIOTECARIAS;DIRECCION_DE_DESARROLLO_DE_POLITICAS_BIBLIOTECARIAS
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GERENCIA_PERMANENTE;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GERENCIA_PERMANENTE;DIRECCION_DE_PROTECCION_DE_LAS_COLECCIONES
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GERENCIA_PERMANENTE;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GERENCIA_PERMANENTE;GERENCIA_GENERAL
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GERENCIA_PERMANENTE;GRAN_BIBLIOTECA_PUBLICA_DE_LIMA
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GERENCIA_PERMANENTE;JEFATURA
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GESTION_CULTURAL;OFICINA_DE_ADMINISTRACION
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;CONSERVACION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL;OFICINA_DE_ASESORIA_JURIDICA
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GERENCIA_PERMANENTE;OFICINA_DE_PLANEAMIENTO_Y_PRESUPUESTO
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;SERVICIOS_BIBLIOTECARIOS;OFICINA_DE_COMUNICACIONES
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GESTION_DEL_DEPOSITO_LEGAL;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
31;11/02/2020;;20506946744;DISTRIBUIDORA_VITAL_AQUA_SAC;AGUA_DE_MESA_SIN_GAS_X_20_L;UNIDAD;1850;13.9;25715;GERENCIA_PERMANENTE;ORGANO_DE_CONTROL_INSTITUCIONAL
255;16/11/2020;18/11/2020;20602793053;SOLUCIONES_TECNOLOGICAS_S&A_EIRL;CAMARA_DE_VIDEO;UNIDAD;;1500;25500;GERENCIA_PERMANENTE;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
93;12/05/2021;17/05/2021;20602793053;SOLUCIONES_TECNOLOGICAS_S&A_EIRL;CIRCUITO_CERRADO_DE_VIDEO_VIGILANCIA;UNIDAD;;1200;24000;FORTALECIMIENTO_DE_LA_INFRAESTRUCTURA_TECNOLOGICA_INSTITUCIONAL;
243;23/09/2021;27/09/2021;20506449104;BIENES_Y_SERVICIOS_INSTITUCIONALES_ARGOS_S.R.L.;CALENTADOR_A_GAS;UNIDAD;;23659;23659;GESTION_DE_LOS_SERVICIOS_DE_PISCINA_Y_AUDITORIO;OFICINA_DE_ADMINISTRACION
32;13/02/2020;19/02/2020;20550315689;SOFTMARK_PRO_S.A.C.;SOFTWARE_DISEOëO_ASISTIDO_POR_COMPUTADORA_2D_3D;UNIDAD;2;11798.82;23597.64;GERENCIA_PERMANENTE;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
250;10/11/2020;13/11/2020;20550315689;SOFTMARK_PRO_S.A.C.;CINTA_TAPE_BACKUP_LTO6_2.5/6.25_TB;UNIDAD;;231.4216;23142.16;GERENCIA_PERMANENTE;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
24;26/02/2021;25/03/2021;20603081251;RECOVERY_&_SOLUTION_S.A.C.;CONCENTRADOR_DE_OXIGENO;UNIDAD;;11210;22420;GESTION_DE_LOS_RECURSOS_HUMANOS;
44;3/03/2020;6/03/2020;20550315689;SOFTMARK_PRO_S.A.C.;CINTA_TAPE_BACKUP_LTO6_2.5/6.25_TB;UNIDAD;100;221.84;22184;GERENCIA_PERMANENTE;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
49;11/11/2022;29/12/2022;20474457363;SDS_UNIFORMES_&_PUBLICIDAD_S.A.C.;PANTALON_DE_DRIL_PARA_CABALLERO;UNIDAD;189;115.64;21855.96;GESTION_DE_LOS_RECURSOS_HUMANOS;
49;11/11/2022;29/12/2022;20474457363;SDS_UNIFORMES_&_PUBLICIDAD_S.A.C.;CASACA_DE_POLIESTER_PARA_DAMA;UNIDAD;75;283.2;21240;GESTION_DE_LOS_RECURSOS_HUMANOS;
290;7/12/2021;23/12/2021;20100306337;INDUSTRIAL_GORAK_S_A;CASACA_ACOLCHADA_IMPERMEABLE_UNISEX;UNIDAD;140;149.982;20997.48;GESTION_DE_LOS_RECURSOS_HUMANOS;OFICINA_DE_ADMINISTRACION
30;8/07/2022;26/07/2022;20600212312;LIDER.AR._S.A.C.;CAJA_DE_CARTON_CORRUGADO_35_cm_X_35_cm_X_50_cm;UNIDAD;1800;11.5;20700;ORGANIZACION_Y_CUSTODIA_DEL_MATERIAL_BIBLIOGROÅFICO_DOCUMENTAL_EN_REPOSITORIOS;
311;16/12/2021;23/12/2021;20573327196;ATLANTA_TECHNOLOGIES_CENTER_EMPRESA_INDIVIDUAL_DE_RESPONSABILIDAD_LIMITADA;UNIDAD_CENTRAL_DE_PROCESO_-_CPU_2.90_Ghz_RAM_16_GB_ALMACENAMIENTO_1_TB_+_TECLADO;UNIDAD;3;6849.5;20548.5;GESTION_DE_LOS_SERVICIOS_BIBLIOTECARIOS_PRESENCIALES;GRAN_BIBLIOTECA_PUBLICA_DE_LIMA
312;16/12/2021;23/12/2021;20573327196;ATLANTA_TECHNOLOGIES_CENTER_EMPRESA_INDIVIDUAL_DE_RESPONSABILIDAD_LIMITADA;UNIDAD_CENTRAL_DE_PROCESO_-_CPU_2.90_Ghz_RAM_16_GB_ALMACENAMIENTO_1_TB_+_TECLADO;UNIDAD;3;6849.5;20548.5;GESTION_DE_LOS_SERVICIOS_BIBLIOTECARIOS_PRESENCIALES;GRAN_BIBLIOTECA_PUBLICA_DE_LIMA
313;16/12/2021;23/12/2021;20573327196;ATLANTA_TECHNOLOGIES_CENTER_EMPRESA_INDIVIDUAL_DE_RESPONSABILIDAD_LIMITADA;UNIDAD_CENTRAL_DE_PROCESO_-_CPU_2.90_Ghz_RAM_16_GB_ALMACENAMIENTO_1_TB_+_TECLADO;UNIDAD;3;6849.5;20548.5;GESTION_DE_LOS_SERVICIOS_BIBLIOTECARIOS_PRESENCIALES;GRAN_BIBLIOTECA_PUBLICA_DE_LIMA
290;7/12/2021;23/12/2021;20100306337;INDUSTRIAL_GORAK_S_A;CASACA_DE_DRIL_PARA_DAMA;UNIDAD;77;259.98;20018.46;GESTION_DE_LOS_RECURSOS_HUMANOS;OFICINA_DE_ADMINISTRACION
289;6/12/2021;30/12/2021;20100176450;SOLGAS_SA;GAS_LICUADO_PETROLEO;GALON;4300;4.641169;19957.03;GESTION_DE_LOS_SERVICIOS_DE_PISCINA_Y_AUDITORIO;OFICINA_DE_ADMINISTRACION
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GERENCIA_PERMANENTE;DIRECCION_DE_DESARROLLO_DE_POLITICAS_BIBLIOTECARIAS
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GERENCIA_PERMANENTE;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GERENCIA_PERMANENTE;DIRECCION_DE_PROTECCION_DE_LAS_COLECCIONES
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GESTION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GESTION_DEL_DESARROLLO_DE_POLITICAS_BIBLIOTECARIAS;GERENCIA_GENERAL
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GESTION_DE_LA_BIBLIOTECA_PUBLICA_DE_LIMA;GRAN_BIBLIOTECA_PUBLICA_DE_LIMA
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GERENCIA_PERMANENTE;JEFATURA
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GERENCIA_PERMANENTE;OFICINA_DE_ADMINISTRACION
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GERENCIA_PERMANENTE;OFICINA_DE_ASESORIA_JURIDICA
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GERENCIA_PERMANENTE;OFICINA_DE_PLANEAMIENTO_Y_PRESUPUESTO
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GERENCIA_PERMANENTE;OFICINA_DE_COMUNICACIONES
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GESTION_DE_LA_PROTECCION_DE_LAS_COLECCIONES;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
6;10/02/2020;19/02/2020;20601017823;SERVICIOS_GIMALI_S.A.C.;PAPEL_BOND_75_g_TAMAOëO_A4;EMP_X_500;2202;8.968;19747.54;GESTION_DEL_DEPOSITO_LEGAL;ORGANO_DE_CONTROL_INSTITUCIONAL
213;5/08/2021;29/10/2021;20535555860;CORPORACION_CANESPA_SAC;LIBRO_ENFERMEDADES_INFECCIOSAS:_PRINCIPIO_Y_PROÅCTICA_VOLUMEN_1_-_2;UNIDAD;;2450;19600;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
25;1/03/2021;8/03/2021;20548870781;MECHANICAL_ELECTRICAL_TOOLS_S.A.C.;PORCELANATO_60_cm_X_60_cm;UNIDAD;;68.95;19306;IMPLEMENTACION_DE_BIBLIOTECA_POöBLICA_MODELO;
172;3/08/2021;4/08/2021;20607815829;GAMI_SISTEMAS_Y_SERVICIOS_E.I.R.L.;CIRCUITO_CERRADO_DE_VIDEO_VIGILANCIA;UNIDAD;;1200;19200;GESTION_DE_LA_OPERATIVIDAD_DE_LOS_SERVICIOS_INFORMOÅTICOS_DE_LA_INSTITUCION;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
32;12/03/2021;15/03/2021;20605807691;INVERSIONES_FRAMEDIC_E.I.R.L.;MASCARILLA_DESCARTABLE_PROTECTORA;UNIDAD;;1.89;18900;EJECUCION_DEL_PLAN_PARA_LA_VIGILANCIA_PREVENCION_Y_CONTROL_DEL_COVID19_EN_EL_TRABAJO_DE_LA_BIBLIOTECA_NACIONAL_DEL_PERU_2021;
290;7/12/2021;23/12/2021;20100306337;INDUSTRIAL_GORAK_S_A;CAMISETA_DE_ALGODON_MANGA_LARGA;UNIDAD;280;66.004;18481.12;GESTION_DE_LOS_RECURSOS_HUMANOS;OFICINA_DE_ADMINISTRACION
