NRO_ORDEN;FECHA_ORDEN;FECHA_RECEP;NRO_RUC;NOMBRE_PROVEEDOR;PRODUCTO;UNIDAD_DE_MEDIDA;CANTIDAD;PRECIO_UNITARIO;PRECIO_TOTAL;CATEGORIA;DEPENDENCIA
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_ROJO;UNIDAD;365;1.8526;676.2;GESTION_DE_LA_BIBLIOTECA_PUBLICA_DE_LIMA;OFICINA_DE_ADMINISTRACION
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_ROJO;UNIDAD;365;1.8526;676.2;GESTION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION;OFICINA_DE_ADMINISTRACION
221;5/08/2021;13/08/2021;20110979101;FONDO_DE_CULTURA_ECONOMICA_DEL_PERU_S.A.;LIBRO_DE_ULTRAMODERNIDADES_Y_SUS_CONTEMPOROÅNEOS;UNIDAD;;75;675;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
9;30/03/2022;4/04/2022;20551356656;FERRETERIA_COMERCIAL_UNO_S.A.C._-_FERRETCOM_S.A.C.;ARENA_FINA;M3;5;135;675;GESTION_DE_LA_INFRAESTRUCTURA_Y_SERVICIOS_GENERALES;
184;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_SER_POETA_HASTA_EL_PUNTO_DE_DEJAR_DE_SERLO:_PENSAMIENTO_APUNTES_ESBOZOS;UNIDAD;9;75;675;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
242;30/10/2020;18/11/2020;20602865844;CONSTRUYE_H_&_P_S.A.C.;VENTILADOR_ELECTRICO_TIPO_COLUMNA_O_TORRE;UNIDAD;;224.2;672.6;SERVICIOS_PREVIOS_DAPI;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_NEGRO;UNIDAD;363;1.8526;672.49;GERENCIA_PERMANENTE;DIRECCION_DE_PROTECCION_DE_LAS_COLECCIONES
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_NEGRO;UNIDAD;363;1.8526;672.49;GERENCIA_PERMANENTE;DIRECCION_DE_PROTECCION_DE_LAS_COLECCIONES
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_NEGRO;UNIDAD;363;1.8526;672.49;GERENCIA_PERMANENTE;DIRECCION_DE_PROTECCION_DE_LAS_COLECCIONES
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_NEGRO;UNIDAD;363;1.8526;672.49;GERENCIA_PERMANENTE;DIRECCION_DE_PROTECCION_DE_LAS_COLECCIONES
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_NEGRO;UNIDAD;363;1.8526;672.49;DESARROLLO_DE_COLECCIONES;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_NEGRO;UNIDAD;363;1.8526;672.49;GERENCIA_PERMANENTE;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_NEGRO;UNIDAD;363;1.8526;672.49;GESTION_DE_LA_BIBLIOTECA_PUBLICA_DE_LIMA;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_NEGRO;UNIDAD;363;1.8526;672.49;GESTION_DE_LA_PROTECCION_DE_LAS_COLECCIONES;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
14;11/02/2020;13/02/2020;20555754443;INVERSIONES_JYX_E.I.R.L.;BOLIGRAFO_(LAPICERO)_TINTA_GEL_PUNTA_FINA_COLOR_NEGRO;UNIDAD;363;1.8526;672.49;GESTION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
96;8/08/2020;27/11/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_INGENIEROçA_ESTRUCTURAL.:_COÅLCULO_PLOÅSTICO_DINOÅMICO_Y_SOçSMICO_DE_ESTRUCTURAS;UNIDAD;7;96;672;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
281;18/12/2020;;20563651921;CIMA_BOOK_S.A.C.;LIBRO_ES_UN_JARDOçN...;UNIDAD;;96;672;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
176;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_VIDA_EN_MARTE:_GUOçA_PARA_FUTUROS_VIAJEROS;UNIDAD;;84;672;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
182;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_TOTALIDAD_SEXUAL_DEL_COSMOS;UNIDAD;;84;672;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
185;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_EL_LOBO_LLAMA_A_LA_PUERTA;UNIDAD;;84;672;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
189;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_TANGUY_Y_LAVERDURE:_7_LA_NOCHE_DEL_VAMPIRO;UNIDAD;;112;672;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
175;13/10/2020;18/12/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_NARRATIVAS_LITERARIAS_EN_EDUCACION_INFANTIL_Y_PRIMARIA;UNIDAD;;96;672;DESARROLLO_DE_COLECCIONES;
175;13/10/2020;18/12/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_PEDAGOGOçA_DE_LA_SOCIALIZACION;UNIDAD;;96;672;DESARROLLO_DE_COLECCIONES;
176;15/10/2020;17/12/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_MAGALLANES:_EL_HOMBRE_Y_SU_GESTA;UNIDAD;;96;672;DESARROLLO_DE_COLECCIONES;
179;15/10/2020;18/12/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_LOS_CUENTOS_BIEN_CONTADOS;UNIDAD;;96;672;DESARROLLO_DE_COLECCIONES;
115;23/08/2020;30/11/2020;20134944871;SAN_CRISTOBAL_LIBROS_S.A.C.;LIBRO_¬øQUE_ES_EL_CINE?;UNIDAD;;96;672;DESARROLLO_DE_COLECCIONES;
116;23/08/2020;30/11/2020;20134944871;SAN_CRISTOBAL_LIBROS_S.A.C.;LIBRO_EL_TRIUNFO_DE_LAS_CIUDADES;UNIDAD;;96;672;DESARROLLO_DE_COLECCIONES;
273;11/11/2021;13/12/2021;20535555860;CORPORACION_CANESPA_SAC;LIBRO_PLANTAS_AROMATICAS:_UNA_GUOçA_ESENCIAL_PARA_EL_CULTIVO_ORGOÅNICO_EL_USO_Y_LAS_APLICACIONES;UNIDAD;8;84;672;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
52;4/05/2021;7/05/2021;20600063309;LUFASA_S.A.C.;TUBO_DE_PVC_PARA_INSTALACIONES_ELECTRICAS_SAP_3/4_in_X_3_m;UNIDAD;;8.4;672;IMPLEMENTACION_DE_BIBLIOTECA_POöBLICA_MODELO;
49;9/03/2020;28/08/2020;20107277405;WILHELMI_MONGE_SRL;PAPEL_DE_RESTAURACION_DE_FIBRA_TIPO_JAPONES_40_g_DE_59.7_cm_X_91.4_cm;UNIDAD;8;83.9334;671.47;CONSERVACION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL;DIRECCION_DE_PROTECCION_DE_LAS_COLECCIONES
60;7/12/2022;14/12/2022;20605807691;INVERSIONES_FRAMEDIC_E.I.R.L.;TENSIOMETRO;UNIDAD;2;335;670;EJECUCION_DEL_PLAN_PARA_LA_VIGILANCIA_PREVENCION_Y_CONTROL_DEL_COVID_19_EN_EL_TRABAJO_DE_LA_BIBLIOTECA_NACIONAL_DEL_PERU_2022;
222;5/08/2021;29/10/2021;20112949101;FUNDACION_DEL_LIBRO_UNIVERSITARIO-LIBUN;LIBRO_FUNDAMENTO_DE_PROBALIDAD_Y_ESTADOçSTICA;UNIDAD;;83.6;668.8;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
224;5/08/2021;29/10/2021;20112949101;FUNDACION_DEL_LIBRO_UNIVERSITARIO-LIBUN;LIBRO_EL_FATAL_DESTINO_DE_ROMA;UNIDAD;;83.6;668.8;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
204;26/10/2020;;20545326877;DISTRIBUIDORA_DE_LIBROS_HERALDOS_NEGROS_S.A.C;LIBRO_CORTOÅZAR;UNIDAD;7;95.4;667.8;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
218;26/10/2020;9/11/2020;20100365856;LA_FAMILIA_DISTRIBUIDORA_DE_LIBROS_SA;LIBRO_EL_VIAJE_DEL_VIENTO;UNIDAD;;111.2;667.2;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
218;26/10/2020;9/11/2020;20100365856;LA_FAMILIA_DISTRIBUIDORA_DE_LIBROS_SA;LIBRO_100_JOYAS_DE_LA_LITERATURA_INFANTIL_ILUSTRADA;UNIDAD;;111.2;667.2;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
212;26/10/2020;7/12/2020;20562919202;PENGUIN_RANDOM_HOUSE_GRUPO_EDITORIAL_S.A.;LIBRO_ROBERTO_BOLAOëO:_ESTRELLA_DISTANTE;UNIDAD;7;95.2;666.4;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
140;11/09/2020;6/11/2020;20376212859;V_&_D_DISTRIBUIDORES_SOCIEDAD_ANONIMA_CERRADA;LIBRO_LEXICOGRAFOçA_PERUANA;UNIDAD;;95.2;666.4;DESARROLLO_DE_COLECCIONES;
204;5/08/2021;29/10/2021;20563651921;CIMA_BOOK_S.A.C.;LIBRO_TITANES_3;UNIDAD;;83.2;665.6;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
204;5/08/2021;;20563651921;CIMA_BOOK_S.A.C.;LIBRO_JOVENES_TITANES_1:_UNIVERSO_DE_RENACIMIENTO;UNIDAD;;83.2;665.6;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
93;8/08/2020;27/11/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_FUNDAMENTOS_DE_QUIMICA;UNIDAD;7;95;665;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
184;15/10/2020;30/12/2020;20134944871;SAN_CRISTOBAL_LIBROS_S.A.C.;LIBRO_MUJERES_EN_LAS_SERIES:_FUERTES_REBELDES_FANTOÅSTICAS_GANADORAS_ELLAS_SON_LA_CLAVE;UNIDAD;7;95;665;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
185;15/10/2020;9/11/2020;20134944871;SAN_CRISTOBAL_LIBROS_S.A.C.;LIBRO_CAFE_OBSESION:_EXQUISITOS_GRANOS_TECNICAS_DE_BARISTA:_MOÅS_DE_100_RECETAS_DE_TODO_EL_MUNDO;UNIDAD;7;95;665;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
257;20/11/2020;27/11/2020;20600063309;LUFASA_S.A.C.;GUANTE_PARA_EXAMEN_DESCARTABLE_DE_NITRILO_SIN_POLVO_TALLA_L_X_100;UNIDAD;;47.5;665;EJECUCION_DEL_PLAN_PARA_LA_VIGILANCIA_PREVENCION_Y_CONTROL_DE_COVID-19;OFICINA_DE_ADMINISTRACION
135;10/09/2020;3/11/2020;20134944871;SAN_CRISTOBAL_LIBROS_S.A.C.;MANUAL_DE_INFRACCIONES_Y_SANCIONES_TRIBUTARIAS;UNIDAD;;95;665;DESARROLLO_DE_COLECCIONES;
175;13/10/2020;18/12/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_CALOçGULA;UNIDAD;;95;665;DESARROLLO_DE_COLECCIONES;
178;15/10/2020;18/12/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_PICASSO:_RETRATOS_Y_RECUERDOS;UNIDAD;;95;665;DESARROLLO_DE_COLECCIONES;
133;9/09/2020;2/12/2020;20134944871;SAN_CRISTOBAL_LIBROS_S.A.C.;LIBRO_LECTURA_SOCIEDAD_Y_REDES;UNIDAD;7;95;665;;
181;15/10/2020;18/12/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_LOS_MITOS_GRIEGOS;UNIDAD;7;95;665;;
181;15/10/2020;18/12/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_DAVID_LYNCH:_EL_HOMBRE_DE_OTRO_LUGAR;UNIDAD;7;95;665;;
272;11/11/2021;13/12/2021;20535555860;CORPORACION_CANESPA_SAC;LIBRO_LA_VUELTA_A_MEXICO_EN_CINCO_LEYENDAS_(CON_UNO_QUE_OTRO_FANTASMA);UNIDAD;8;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
176;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_LA_REVOLUCION_PSICOBIOTICA:_LA_NUEVA_CIENCIA_DE_LA_CONEXION_ENTRE_EL_INTESTINO_Y_EL_CEREBRO;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
177;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_CONSTRUCCION_DE_CUESTIONARIOS_EN_CRIMINOLOGOçA;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
181;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_EL_NUEVO_ORDEN_VERDE:_COMO_LA_TRANSICION_ENERGETICA_CAMBIAROÅ_EL_MUNDO;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
182;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_PIERRE_Y_JEAN;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
182;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_TIEMPOS_FELICES;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
183;4/08/2021;29/10/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_REFLEJO_DE_UN_MOMENTO;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
187;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_JUGHEAD_VOLUMEN_2;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
195;4/08/2021;29/10/2021;20562919202;PENGUIN_RANDOM_HOUSE_GRUPO_EDITORIAL_S.A.;LIBRO_ORDEN_MUNDIAL;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
195;4/08/2021;29/10/2021;20562919202;PENGUIN_RANDOM_HOUSE_GRUPO_EDITORIAL_S.A.;LIBRO_EL_ESCRITOR_Y_EL_MUNDO;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
195;4/08/2021;29/10/2021;20562919202;PENGUIN_RANDOM_HOUSE_GRUPO_EDITORIAL_S.A.;LIBRO_101_SERIES_DE_TV_QUE_HAY_QUE_VER_ANTES_DE_MORIR;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
195;4/08/2021;29/10/2021;20562919202;PENGUIN_RANDOM_HOUSE_GRUPO_EDITORIAL_S.A.;LIBRO_CROMORAMA:_COMO_EL_COLOR_TRANSFORMA_NUESTRA_VISION_DEL_MUNDO;UNIDAD;;83;664;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
12;2/02/2021;8/02/2021;20101226434;CELEKSA_S_R_L;TOMACORRIENTE_DOBLE_UNIVERSAL_250_V;UNIDAD;;26.5;662.5;IMPLEMENTACION_DE_BIBLIOTECA_POöBLICA_MODELO;GRAN_BIBLIOTECA_PUBLICA_DE_LIMA
122;30/08/2020;2/10/2020;20376212859;V_&_D_DISTRIBUIDORES_SOCIEDAD_ANONIMA_CERRADA;LIBRO_EL_DISEOëO_EN_LA_PUBLICIDAD:_GENERAR_IDEAS_CREATIVAS;UNIDAD;;;662.34;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
232;25/08/2021;27/08/2021;20524068894;INVERSIONES_TEM_SAC;DIPLOMA;UNIDAD;;165;660;RECONOCIMIENTO_NO_MONETARIO_A_LAS_BUENAS_PROÅCTICAS_DE_GESTION_BIBLIOTECARIA;DIRECCION_DE_DESARROLLO_DE_POLITICAS_BIBLIOTECARIAS
326;28/12/2021;30/12/2021;20503318734;CORPORACION_JUNELY_E.I.R.L.;ARMELLA_DE_FIERRO_1_1/2_in;UNIDAD;400;1.65;660;GESTION_DE_LA_INFRAESTRUCTURA_Y_SERVICIOS_GENERALES;
160;11/06/2021;17/06/2021;20100016681;IMPORTACIONES_HIRAOKA_S.A.C.;EQUIPO_DE_SONIDO;UNIDAD;;659;659;GESTION_TERRITORIAL_DEL_SISTEMA_NACIONAL_DE_BIBLIOTECAS_A_NIVEL_DE_GOBIERNOS_LOCALES;DIRECCION_DE_DESARROLLO_DE_POLITICAS_BIBLIOTECARIAS
96;8/08/2020;27/11/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_INFORMOÅTICA_INDUSTRIAL;UNIDAD;7;94;658;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
100;11/08/2020;27/11/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_ASPECTOS_TEORICOS_Y_PROÅCTICOS_DE_LA_COOPERACION_INTERNACIONAL_ENTRE_EMPRESAS;UNIDAD;7;94;658;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
213;26/10/2020;9/11/2020;20134944871;SAN_CRISTOBAL_LIBROS_S.A.C.;LIBRO_INCLUSION_LABORAL_DE_PERSONAS_CON_DISCAPACIDAD:_METODOLOGOçA_Y_PROÅCTICA;UNIDAD;7;94;658;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
125;30/08/2020;27/11/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_262_CONCEPTOS_CLAVE_DE_SOCIOLOGOçA;UNIDAD;7;94;658;;
177;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_DINOÅMICAS_DE_GRUPO:_UNA_PROPUESTA_PSICOPEDAGOGICA_PARA_NIOëOS_NIOëAS_Y_ADOLESCENTES_DE_6_A_18_AOëOS;UNIDAD;8;82;656;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
177;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_ANTROPOLOGOçA_COMPORTAMENTAL_Y_PSICOLOGOçA_LA_ACCION;UNIDAD;;82;656;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
179;4/08/2021;29/10/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_CORPUS_FILOSOFICO_ANDINO;UNIDAD;;82;656;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
179;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_VIOLENCIA_DE_GENERO_Y_RESPONSABILIDAD_CIVIL;UNIDAD;;82;656;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
20;9/02/2021;18/02/2021;20510697571;TRANSOCEANICA_CORPORATION_S.A.;CAOëO_PARA_LAVATORIO_CROMADO;UNIDAD;;328;656;IMPLEMENTACION_DE_BIBLIOTECA_POöBLICA_MODELO;
271;11/11/2021;21/12/2021;20535555860;CORPORACION_CANESPA_SAC;LIBRO_LA_PRESIDENCIA_FICTICIA;UNIDAD;6;109;654;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
225;5/08/2021;29/10/2021;20112949101;FUNDACION_DEL_LIBRO_UNIVERSITARIO-LIBUN;LIBRO_PSICOPATOLOGOçA:_UNA_PRESPECTIVA_NEUROPSICOLOGICA_SOCIAL;UNIDAD;;81.7;653.6;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
100;11/08/2020;27/11/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_CAMBIO_DE_PARADIGMA_EN_LA_PREVENCION_Y_ERRADICACION_DE_LA_VIOLENCIA_DE_GENERO;UNIDAD;7;93;651;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
113;23/08/2020;23/11/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_NUEVAS_TENDENCIAS_EN_LOS_SISTEMAS_DE_INFORMACION;UNIDAD;7;93;651;DESARROLLO_DE_COLECCIONES;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
161;11/06/2021;16/06/2021;20556614050;EQUIPER_S.A.C.;CONTENEDOR_DE_POLIETILENO_(MAYOR_A_1/8_UIT);UNIDAD;;650;650;GESTION_TERRITORIAL_DEL_SISTEMA_NACIONAL_DE_BIBLIOTECAS_A_NIVEL_DE_GOBIERNOS_LOCALES;DIRECCION_DE_DESARROLLO_DE_POLITICAS_BIBLIOTECARIAS
200;23/10/2020;30/10/2020;20101226434;CELEKSA_S_R_L;TABLERO_ELECTRICO_DE_METAL_MONOFASICO_DE_18_POLOS_CON_BARRA_DE_COBRE_TIPO_TORNILLO;UNIDAD;1;650;650;SERVICIOS_PREVIOS_DAPI;DIRECCION_DEL_ACCESO_Y_PROMOCION_DE_LA_INFORMACION
12;2/02/2021;8/02/2021;20101226434;CELEKSA_S_R_L;TUBO_DE_PVC_PARA_INSTALACIONES_ELECTRICAS_SAP_3/4_in_X_3_m;UNIDAD;;6.5;650;IMPLEMENTACION_DE_BIBLIOTECA_POöBLICA_MODELO;GRAN_BIBLIOTECA_PUBLICA_DE_LIMA
183;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_LA_FUGACIDAD_DEL_COLOR;UNIDAD;;72;648;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
176;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_SUPERHIERBAS;UNIDAD;;81;648;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
